,Log,CleanLog,Cluster,Template,Variables,EventId
1569,"proxy.cse.cuhk.edu.hk:5070 close, 1183 bytes (1.15 KB) sent, 365 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes received, lifetime <<*> sec","['5070', '1183', '1', '15', '365', '1']",E7
1570,"proxy.cse.cuhk.edu.hk:5070 close, 1164 bytes (1.13 KB) sent, 401 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes received, lifetime <<*> sec","['5070', '1164', '1', '13', '401', '1']",E7
1571,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <<*> sec","['5070', '0', '0', '1']",E9
1572,"proxy.cse.cuhk.edu.hk:5070 close, 9798 bytes (9.56 KB) sent, 165832 bytes (161 KB) received, lifetime 01:11",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>:<*>","['5070', '9798', '9', '56', '165832', '161', '01', '11']",E6
1573,"proxy.cse.cuhk.edu.hk:5070 close, 2650 bytes (2.58 KB) sent, 806 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes received, lifetime <<*> sec","['5070', '2650', '2', '58', '806', '1']",E7
1574,"proxy.cse.cuhk.edu.hk:5070 close, 2449 bytes (2.39 KB) sent, 732 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes received, lifetime <<*> sec","['5070', '2449', '2', '39', '732', '1']",E7
1575,"proxy.cse.cuhk.edu.hk:5070 close, 8113 bytes (7.92 KB) sent, 6181 bytes (6.03 KB) received, lifetime 03:11",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '8113', '7', '92', '6181', '6', '03', '03', '11']",E6
1576,"proxy.cse.cuhk.edu.hk:5070 close, 493 bytes sent, 320 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <<*> sec","['5070', '493', '320', '1']",E9
1577,"proxy.cse.cuhk.edu.hk:5070 close, 4117 bytes (4.02 KB) sent, 2404 bytes (2.34 KB) received, lifetime 03:20",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '4117', '4', '02', '2404', '2', '34', '03', '20']",E6
1578,"proxy.cse.cuhk.edu.hk:5070 close, 4525 bytes (4.41 KB) sent, 3561 bytes (3.47 KB) received, lifetime 02:14",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '4525', '4', '41', '3561', '3', '47', '02', '14']",E6
1579,"proxy.cse.cuhk.edu.hk:5070 close, 3310 bytes (3.23 KB) sent, 1735 bytes (1.69 KB) received, lifetime 00:12",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '3310', '3', '23', '1735', '1', '69', '00', '12']",E6
1580,"proxy.cse.cuhk.edu.hk:5070 close, 2201 bytes (2.14 KB) sent, 1392 bytes (1.35 KB) received, lifetime 00:13",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '2201', '2', '14', '1392', '1', '35', '00', '13']",E6
1581,"proxy.cse.cuhk.edu.hk:5070 close, 3690 bytes (3.60 KB) sent, 1306 bytes (1.27 KB) received, lifetime 02:03",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '3690', '3', '60', '1306', '1', '27', '02', '03']",E6
1582,"proxy.cse.cuhk.edu.hk:5070 close, 3645 bytes (3.55 KB) sent, 5266 bytes (5.14 KB) received, lifetime 02:38",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '3645', '3', '55', '5266', '5', '14', '02', '38']",E6
1583,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2113 bytes (2.06 KB) received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <<*> sec","['5070', '1293', '1', '26', '2113', '2', '06', '1']",E6
1584,"proxy.cse.cuhk.edu.hk:5070 close, 1190 bytes (1.16 KB) sent, 403 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes received, lifetime <<*> sec","['5070', '1190', '1', '16', '403', '1']",E7
1585,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1586,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1587,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1588,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1589,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1590,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1591,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1592,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2043 bytes (1.99 KB) received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <<*> sec","['5070', '1293', '1', '26', '2043', '1', '99', '1']",E6
1593,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1594,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2571 bytes (2.51 KB) received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <<*> sec","['5070', '1293', '1', '26', '2571', '2', '51', '1']",E6
1595,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1596,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1597,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1598,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1599,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1600,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1601,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1602,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1603,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1604,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1605,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1606,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1607,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1608,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1609,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1610,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>:<*>","['5070', '0', '0', '00', '01']",E9
1611,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>:<*>","['5070', '0', '0', '00', '01']",E9
1612,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>:<*>","['5070', '0', '0', '00', '01']",E9
1613,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>:<*>","['5070', '0', '0', '00', '01']",E9
1614,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>:<*>","['5070', '0', '0', '00', '01']",E9
1615,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>:<*>","['5070', '0', '0', '00', '01']",E9
1616,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1617,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1618,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1619,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1620,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1621,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1622,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1623,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1624,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1625,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <<*> sec","['5070', '0', '0', '1']",E9
1626,"proxy.cse.cuhk.edu.hk:5070 close, 1288 bytes (1.25 KB) sent, 324 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes KB sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes received, lifetime <*>:<*>","['5070', '1288', '1', '25', '324', '00', '01']",E7
1627,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <<*> sec","['5070', '0', '0', '1']",E9
1628,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2457 bytes (2.39 KB) received, lifetime 00:01",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '1293', '1', '26', '2457', '2', '39', '00', '01']",E6
1629,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",proxy cse cuhk edu hk close bytes sent bytes received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <<*> sec","['5070', '0', '0', '1']",E9
1630,"proxy.cse.cuhk.edu.hk:5070 close, 1130 bytes (1.10 KB) sent, 20207 bytes (19.7 KB) received, lifetime 00:01",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '1130', '1', '10', '20207', '19', '7', '00', '01']",E6
1631,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 1502 bytes (1.46 KB) received, lifetime 00:01",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '1293', '1', '26', '1502', '1', '46', '00', '01']",E6
1632,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>:<*>","['5070', '0', '0', '00', '01']",E9
1633,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",proxy cse cuhk edu hk close bytes sent bytes received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>:<*>","['5070', '0', '0', '00', '01']",E9
1634,"proxy.cse.cuhk.edu.hk:5070 close, 1184 bytes (1.15 KB) sent, 8598 bytes (8.39 KB) received, lifetime 00:01",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <*>:<*>","['5070', '1184', '1', '15', '8598', '8', '39', '00', '01']",E6
1635,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1636,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1637,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1638,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1639,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1640,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2436 bytes (2.37 KB) received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <<*> sec","['5070', '1293', '1', '26', '2436', '2', '37', '1']",E6
1641,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1642,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1643,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1644,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1645,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,proxy cse cuhk edu hk open through proxy proxy cse cuhk edu hk HTTPS,1,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"['5070', '5070']",E11
1646,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2457 bytes (2.39 KB) received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <<*> sec","['5070', '1293', '1', '26', '2457', '2', '39', '1']",E6
1647,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2456 bytes (2.39 KB) received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <<*> sec","['5070', '1293', '1', '26', '2456', '2', '39', '1']",E6
1648,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2457 bytes (2.39 KB) received, lifetime <1 sec",proxy cse cuhk edu hk close bytes KB sent bytes KB received lifetime sec,0,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes (<*>.<*> KB) sent, <*> bytes (<*>.<*> KB) received, lifetime <<*> sec","['5070', '1293', '1', '26', '2457', '2', '39', '1']",E6
